72,7,1
72,172,1
72,181,1
72,222,1
72,228,1
72,229,1
72,230,1
72,271,1
72,380,1
72,647,1
72,50,2
72,176,2
72,679,2
72,2,3
72,38,3
72,54,3
72,68,3
72,81,3
72,82,3
72,89,3
72,118,3
72,121,3
72,170,3
72,203,3
72,220,3
72,237,3
72,403,3
72,405,3
72,443,3
72,461,3
72,664,3
72,699,3
72,792,3
72,1110,3
72,1,4
72,5,4
72,23,4
72,28,4
72,48,4
72,51,4
72,58,4
72,69,4
72,70,4
72,77,4
72,79,4
72,87,4
72,97,4
72,106,4
72,117,4
72,124,4
72,129,4
72,135,4
72,177,4
72,180,4
72,187,4
72,188,4
72,194,4
72,196,4
72,204,4
72,210,4
72,215,4
72,226,4
72,233,4
72,234,4
72,241,4
72,265,4
72,356,4
72,357,4
72,382,4
72,402,4
72,466,4
72,471,4
72,476,4
72,479,4
72,484,4
72,504,4
72,509,4
72,515,4
72,518,4
72,521,4
72,525,4
72,526,4
72,527,4
72,528,4
72,530,4
72,550,4
72,566,4
72,568,4
72,581,4
72,582,4
72,603,4
72,628,4
72,642,4
72,644,4
72,649,4
72,654,4
72,684,4
72,685,4
72,708,4
72,770,4
72,844,4
72,866,4
72,972,4
72,1051,4
72,1148,4
72,9,5
72,12,5
72,15,5
72,25,5
72,45,5
72,56,5
72,64,5
72,96,5
72,98,5
72,100,5
72,127,5
72,134,5
72,147,5
72,161,5
72,174,5
72,182,5
72,191,5
72,195,5
72,197,5
72,198,5
72,212,5
72,318,5
72,423,5
72,427,5
72,435,5
72,480,5
72,493,5
72,520,5
72,553,5
72,591,5
72,655,5
72,1147,5
